UMAP 1,UMAP 2,UMAP 3
8.248116,13.805141,3.864441
8.725312,14.451073,3.197115
-9.18874,9.68265,0.5290071
-5.688324,19.333406,3.6146147
0.29468307,-0.14833067,3.905481
9.6563835,2.5166833,-3.6208727
7.420647,-10.889828,12.067743
-1.5162365,10.657316,16.805082
10.78434,-11.210256,-3.2842708
10.963946,-11.175968,-3.247488
10.915709,-11.272494,-3.2434428
-5.6778455,19.322502,3.615303
-5.6781588,19.322645,3.602532
-5.68397,19.328424,3.6085854
-5.7036257,19.348114,3.5984328
-5.6887894,19.333368,3.6043568
-5.677802,19.322464,3.6284933
-5.6790204,19.323254,3.6109455
-5.6740885,19.318882,3.6169791
-9.300585,10.36293,0.1611038
7.777487,-3.3930502,-17.371872
2.993705,-10.433154,-8.385524
-16.013435,4.0720134,2.9229472
2.8962407,15.777676,-11.837303
23.229433,2.410889,1.0313076
-2.7652836,-11.44428,5.4130993
19.206324,3.829778,9.437497
1.712267,-8.611438,14.008178
-10.969599,-7.9966025,-2.5539632
-1.5146182,10.631513,16.854538
8.820849,13.912558,2.8133442
8.624255,13.532211,3.2908764
8.915989,13.519486,3.16789
8.952331,13.83279,3.982841
8.917001,14.3931055,2.711235
8.311953,14.180659,3.3445659
-9.399915,10.196744,0.8091854
-4.212555,5.176592,11.982115
8.588097,1.960609,7.1215186
4.5985413,-0.7639756,14.836077
-0.058819495,-0.39348626,-7.6227317
-10.860429,6.575063,13.891354
-2.76645,-11.446122,5.4138613
19.180782,3.8038156,9.392581
1.6962408,-8.627908,14.024583
-10.936143,-7.947865,-2.5060966
-1.6886636,10.607295,16.87821
5.6119666,0.8019198,-13.488967
-2.562316,-3.2513745,-11.068962
8.978575,13.855897,2.7645373
8.953462,14.761592,3.6445916
8.975703,13.690316,2.7007954
9.06595,13.842749,3.3379185
-8.996348,10.084252,0.39169505
-4.329284,5.085437,11.878535
8.931354,2.2220953,6.841389
4.694188,-0.98402363,15.116449
4.9801507,5.004277,-2.8871927
-10.884205,6.571139,13.904839
-2.7981958,-11.477275,5.4459925
19.255453,3.878869,9.455544
1.6882795,-8.635367,14.032123
-10.962934,-7.981033,-2.5527813
-1.6482425,10.50418,16.91025
8.607924,13.347862,3.4486198
8.428066,13.587617,4.02873
9.177574,14.078683,3.0871453
8.180298,13.548976,3.2790112
8.867803,14.382045,2.9946396
9.025741,13.831668,2.82073
-9.577609,10.239296,0.71393436
7.7880006,-3.403475,-17.36134
2.986613,-10.425752,-8.393464
-16.009798,4.075518,2.9265065
2.9010017,15.783211,-11.833193
23.229006,2.410163,1.0306258
-2.7817967,-11.460789,5.4295993
19.329416,3.9525032,9.554875
1.7173791,-8.606577,14.003365
-10.987412,-7.9852176,-2.56037
-1.5648116,10.501556,16.883131
9.494304,13.592525,2.9784071
9.139144,14.722198,3.5356557
9.171361,13.465317,3.440347
8.686701,13.582531,3.0125093
8.416725,14.788819,3.3624876
9.355536,14.23741,3.0847244
-9.282594,10.056458,0.61871547
-4.317309,5.391447,11.625726
16.585678,-8.275813,-10.751028
16.596739,-8.285854,-10.761885
-1.4644841,0.054873433,-3.1274872
-5.6601567,19.305008,3.6279578
-2.3701866,0.58840257,17.270144
21.132208,-0.79416347,-14.027735
12.631497,0.022809634,-14.708767
7.608863,-11.377007,12.479992
17.232029,-10.286562,-0.73754215
5.711963,0.6122903,-13.246755
-5.6819663,19.326433,3.6106508
-5.6802874,19.324783,3.6133614
-5.691905,19.336632,3.6222675
-5.6717696,19.316698,3.6239192
-5.7064214,19.350948,3.5935512
-9.52077,10.225543,0.2448309
4.2934775,10.78854,-7.557041
-7.383357,-7.6332407,16.026915
-7.8987293,13.300876,8.104416
-5.4141145,14.2502365,0.6478498
8.263812,4.760432,-3.649699
8.263807,4.760412,-3.6496613
10.4800205,10.968181,-11.630279
-2.8355854,-4.326685,8.256712
10.501378,17.903347,-7.29071
-10.213829,-6.8691444,-2.194288
16.730799,9.769588,-1.4937735
10.907031,-11.250824,-3.3702085
10.7080345,-10.896588,-3.254585
10.941457,-10.966505,-3.510644
10.744341,-11.270273,-3.1770325
10.930164,-11.09461,-3.2350273
-9.209149,10.193533,0.49155864
-4.238253,5.1862936,11.9701605
22.195051,9.029518,-3.4673567
4.904451,-1.4172727,15.688641
-0.73020935,0.10202229,-2.9077787
-10.9140625,6.551615,13.924376
-2.4304621,0.5289114,17.209394
21.206507,-0.71148735,-13.99219
12.519016,-0.17187247,-14.61687
7.6697283,-11.407127,12.398431
17.222397,-10.296301,-0.74724865
5.6824,0.65044117,-13.268532
8.993139,14.224538,3.5894365
8.643262,14.019624,3.1812336
8.894502,14.583337,3.2303865
9.492479,13.370417,3.8892243
9.069272,13.877851,4.2095737
-9.451068,10.173171,0.19956668
-11.332237,-2.6957586,3.7068815
-11.418596,-2.5889332,3.6803799
16.673943,-8.363899,-10.83941
7.5721116,3.4175444,1.6643314
8.348771,-2.2041945,12.811532
-5.478626,11.497061,-15.118155
16.17551,5.129693,-4.8443503
1.2278829,-15.202769,1.3014401
-4.1094246,-11.4160795,-7.8019443
11.228315,-16.696545,6.1921773
19.587193,-6.550805,4.248589
10.116882,-13.302928,-9.852933
-5.459524,17.364172,-7.856989
-5.3750334,17.418657,-7.9779654
-5.2263145,17.352024,-8.061087
13.60909,17.821873,-15.892696
-9.312794,10.002531,0.6679246
-4.1772013,5.2094064,12.028441
22.185192,9.040593,-3.4565647
4.9159455,-1.4186814,15.702746
-0.7255705,0.10238639,-2.9064562
-10.870134,6.5732503,13.864124
-2.3584373,0.6008669,17.281511
21.133234,-0.76052755,-13.960961
12.47372,-0.14722815,-14.593082
7.653489,-11.391139,12.440345
17.222425,-10.296266,-0.7472159
5.6989737,0.62651336,-13.252521
9.119123,14.378601,3.4775941
8.851957,14.17078,3.6925828
9.373095,13.828778,3.6792583
8.160207,14.342756,3.797128
8.944421,14.113466,2.8657575
-9.168888,9.941299,0.21280286
-9.138063,5.7863574,-7.89081
0.4338135,1.6753714,7.707869
8.599204,-0.920728,0.40373954
-2.0792055,2.5487838,-0.57038856
8.391043,-0.85561883,0.22363126
8.108144,-0.77506065,0.09267294
13.150699,-7.6591005,4.47297
21.659721,-0.53018224,-14.096691
12.5118685,-0.11610165,-14.594841
7.7565737,-11.3493185,12.342774
17.033428,10.0781,-1.3729794
10.556523,-11.23587,-3.1588252
10.708443,-11.032479,-3.3385258
10.942574,-11.166298,-3.4087474
10.706622,-11.145058,-3.3712761
10.898877,-11.22019,-3.4428525
-9.054428,10.098209,0.740695
7.7808695,-3.3966253,-17.368658
2.9940803,-10.433288,-8.385101
-16.018183,4.0674195,2.918304
2.8952327,15.780914,-11.839071
23.234003,2.415177,1.0356213
-2.9194407,-11.597916,5.5674086
19.31762,3.9409447,9.463229
1.7188532,-8.605202,14.001958
-10.951207,-7.971273,-2.5422611
-1.6551695,10.538103,16.958359
8.837664,13.728824,2.6418803
8.548794,13.582345,3.1955328
9.448118,13.982864,2.6899345
8.743875,14.027473,2.8612049
8.388172,13.605243,3.0046678
8.73919,13.507764,3.3504834
-9.112203,10.484707,0.16659953
-11.285442,-2.457676,3.9246492
-11.288286,-2.4425304,3.9354622
16.58864,-8.277971,-10.760286
-0.84995914,3.5247874,-5.4942126
8.361916,-2.2209501,12.8245945
-5.457451,11.479216,-15.139836
16.188807,5.1430016,-4.8311396
1.2138953,-15.188775,1.2875042
-4.103034,-11.421878,-7.7973413
11.22497,-16.693151,6.1955156
19.55779,-6.5800304,4.2779083
10.138207,-13.3242445,-9.874445
-5.359714,17.364006,-7.965983
-5.3883324,17.276052,-7.835908
-5.3848033,17.40673,-7.9481764
13.624632,17.806353,-15.877177
-9.41203,10.210784,0.18585308
-10.479194,1.6634712,-9.227391
4.833007,5.9538207,-17.257029
0.50797385,15.757778,-3.9772005
1.7942199,10.612056,-16.297268
1.9707823,15.386675,-15.118326
8.261718,-0.92177594,-0.8117959
-12.125787,8.052716,-12.78323
13.267563,7.7082505,-13.30213
2.8020828,-8.572449,-16.728039
8.901203,6.061724,-16.585775
19.043821,8.832612,-15.890677
7.0846057,14.567536,-16.557331
19.2212,-2.492956,11.435649
7.041336,-8.488078,16.385195
4.85363,20.224209,-10.927313
4.7863407,20.156017,-10.86283
-9.210242,10.210227,0.52734774
3.476757,10.366071,-8.008419
0.55897427,0.4299863,2.778677
8.130797,2.0363793,3.8490713
7.4726696,-11.002311,12.155866
-1.6153493,10.541564,16.965961
10.905174,-11.042194,-3.527993
10.534399,-11.224036,-3.1088483
10.8387375,-11.117129,-3.512079
9.197787,13.392205,3.3715942
9.379085,13.130477,3.15807
9.26751,14.246667,3.0204897
8.26657,14.223316,3.3568032
8.582974,14.41301,3.3399804
9.718972,14.021971,3.3454225
8.943552,13.895001,3.5540783
9.001598,14.46642,3.338268
-9.042161,10.15898,0.3248581
7.7763925,-3.391937,-17.372961
2.9885085,-10.427723,-8.39068
-16.016983,4.0688887,2.9197004
2.8915205,15.771086,-11.840865
23.238205,2.4193301,1.0397928
-2.9075077,-11.5860405,5.5554795
19.197205,3.8204138,9.412373
1.7026234,-8.621086,14.017837
-10.996209,-8.016016,-2.5753295
-1.6662375,10.498605,16.975683
9.346221,14.14115,2.730858
9.532893,13.413983,3.6887703
8.784839,14.513727,3.1859457
9.179953,13.545003,3.7009628
8.216799,14.065549,3.6329355
9.8004465,13.911245,3.255836
-9.502496,10.16397,0.28702423
-4.143462,5.234075,12.060608
22.185955,9.03907,-3.4579444
-4.97073,14.854959,6.6283884
8.533964,9.039424,-5.009778
-10.887218,6.6234646,13.917016
20.359892,1.110979,-8.087473
21.220087,-0.765046,-14.099928
12.41115,-0.24382897,-14.5417595
7.5602236,-11.420975,12.521931
-1.6717596,10.578136,16.828058
9.660298,14.401972,2.9127424
8.945499,13.308303,3.7500494
9.02115,13.295534,3.1136522
9.227134,13.984205,4.244287
9.152854,13.827785,3.6092346
9.225691,13.707209,3.0211627
-9.299182,9.998246,0.7155782
-0.6051336,11.615254,-10.32822
20.556263,-3.021732,-1.9038296
13.796293,-1.6796217,13.9284725
1.7950749,3.738154,-0.41929713
1.5680096,8.953293,-8.439577
16.562984,9.598944,-1.597328
-4.5051775,-0.63606834,-12.368218
10.941405,-10.94252,-3.4877253
8.893962,13.754844,2.8103206
9.268826,14.196876,3.6249635
8.923987,13.680175,3.2887626
8.562646,13.255638,2.7503283
8.356831,13.803382,2.9754434
8.684381,14.083136,2.7472918
8.777381,14.608694,3.354785
9.287889,14.256521,2.9872217
-9.185346,10.019607,0.2581673
16.97071,14.370966,-9.993182
9.132655,-1.1564155,0.91140777
11.376802,16.230831,-10.751272
-1.5567683,0.033594903,-3.1473053
13.443965,4.152406,0.70636785
-3.453193,-14.388279,-10.19822
19.23598,3.8594105,9.438684
1.6571774,-8.666851,14.063556
-11.007052,-8.019067,-2.578332
-1.6391442,10.545794,16.934536
8.851298,13.632006,3.6440978
9.117333,14.643165,3.907613
8.781335,14.428547,3.8999531
8.625728,13.881272,2.9519408
9.266695,13.595776,3.4372404
9.60381,14.107151,3.3572044
-9.249812,10.048198,0.77961934
7.767757,-3.3833401,-17.381641
2.977743,-10.416958,-8.40149
-16.037275,4.0481396,2.8989983
-0.035143007,-0.41700116,-7.599006
23.2304,2.4115603,1.0319958
-2.9233713,-11.602252,5.571237
19.253496,3.8765945,9.509013
1.6089996,-8.71478,14.111569
-10.987842,-8.007036,-2.5717523
-1.4490312,10.643759,16.821049
9.49042,14.261591,3.2723255
9.474938,14.590453,3.4453883
9.181443,14.5993,3.234068
8.474731,13.679968,2.7093425
9.123713,13.435689,3.4988904
9.395048,14.145412,3.2466826
-9.187041,10.086227,0.1434662
-10.530349,1.7128845,-9.278531
7.7796183,-3.394724,-17.36901
3.3875744,-6.002441,-7.7556753
-6.686533,-5.7359643,6.1443944
8.251065,-0.90901875,-0.8277101
-12.123589,8.054892,-12.781118
13.258688,7.6995897,-13.310928
2.8344548,-8.540087,-16.760412
8.902695,6.0600686,-16.586939
19.044727,8.833514,-15.889861
17.221703,-10.29699,-0.7479409
19.214773,-2.4865143,11.429204
7.046651,-8.493452,16.379656
3.4389734,10.377802,-8.039053
4.800103,20.172623,-10.879604
4.8717866,20.241152,-10.935752
-9.435237,10.323105,0.5068874
-4.323361,5.1075807,11.898194
13.598181,1.5880864,2.88704
7.0873585,-0.13909422,-3.0543857
4.816686,5.09376,-2.125055
7.800998,-0.69889283,-1.3579581
-10.869981,6.586342,13.845315
-2.366189,0.59318614,17.273703
20.94567,-0.8617283,-13.515913
11.861217,-3.6393538,3.1044104
-10.468581,-7.2508974,-2.29166
-1.6233808,10.695266,17.027845
5.6143713,0.80024284,-13.4053335
-2.5613053,-3.2374752,-11.109757
8.700171,14.468798,2.9230425
9.661903,13.602048,3.7545383
9.146484,13.688393,3.8308263
-9.053819,10.310597,0.5003484
3.744432,9.847413,-7.8538833
-1.3319409,-5.457407,-3.377815
-5.4361954,15.121189,7.1317763
1.2409286,-4.1645846,-2.8141842
0.5513442,0.45018116,2.4669082
4.963721,-3.3508358,6.138899
0.35644794,0.2526195,4.0378284
-2.8915787,-4.388096,8.198213
10.5164175,17.918415,-7.2748113
11.826911,-3.605807,3.1368551
17.054434,10.099945,-1.3595508
10.765652,-11.167325,-3.4992893
10.703411,-10.988998,-3.107014
10.803637,-11.009989,-3.2798383
10.980099,-11.273072,-3.4082243
10.943041,-11.130664,-3.4366043
-8.783925,10.108862,0.579467
7.781681,-3.3971765,-17.36767
2.9880326,-10.427246,-8.391138
-16.040752,4.0451584,2.8959498
2.9080827,15.790441,-11.8263035
23.23395,2.4133487,1.0342966
-2.758257,-11.437197,5.4060216
19.246868,3.8700762,9.516493
1.6738328,-8.650077,14.046853
-10.972962,-7.989989,-2.5560803
-1.5680653,10.735513,16.808846
8.792626,13.732412,3.8404522
8.641259,13.818167,2.974059
8.585526,13.884667,2.9374647
8.791274,13.165502,3.438737
8.480858,13.064939,3.5326302
9.031298,13.712238,3.726764
-8.802217,10.145521,0.5787604
-11.306662,-2.7631612,3.6912067
-11.37478,-2.6975486,3.7126772
16.67033,-8.361018,-10.839912
7.5721393,3.4177206,1.6647542
7.8888044,-0.69291115,0.21867622
8.322096,-2.177442,12.7856865
-5.465134,11.48611,-15.132251
16.20273,5.1578684,-4.8160586
1.2027942,-15.177679,1.2763629
-4.106418,-11.417841,-7.8011794
11.194804,-16.663002,6.225692
19.564598,-6.5731254,4.2710576
-5.320031,17.327559,-8.0255575
-5.380297,17.407314,-7.9941864
-5.451581,17.353378,-7.887688
13.601819,17.829208,-15.900031
-9.247137,10.320364,0.75174046
4.295575,10.78986,-7.5550265
-4.4491916,4.9580026,11.743546
-7.91305,13.313765,8.118725
-5.4138193,14.251118,0.6476492
-0.7091142,-7.815364,8.8664665
-0.7015644,-7.821159,8.880298
10.495565,10.952731,-11.645858
-2.824922,-4.3159623,8.2674
10.512195,17.91418,-7.2793264
-10.186923,-6.8388915,-2.1717792
16.770664,9.810064,-1.4733206
10.873752,-11.137323,-3.252094
11.015656,-11.139373,-3.4332545
10.580587,-11.161426,-3.3669198
10.898263,-11.003046,-3.3350036
10.889358,-11.215501,-3.3918521
-9.081996,10.187675,0.76040626
16.673162,9.710765,-1.5256003
9.48954,13.77757,3.3712962
8.982256,13.943011,3.2938905
-6.6404037,-0.30673233,-14.679996
8.852001,14.375237,3.2634804
8.798648,14.114453,4.220897
9.1919985,13.057412,3.7714617
8.763389,14.225106,3.840877
8.902072,13.676428,3.3165286
8.997245,14.080171,3.134851
8.983073,14.055804,3.7098963
9.43829,14.5549965,3.3693602
8.530529,14.451394,3.6134624
8.991521,13.825477,3.0331306
8.584682,14.260198,3.7017624
8.2312975,14.365566,3.832885
-9.188654,10.004396,0.50056636
-11.4254055,-2.6221368,3.660144
-11.374956,-2.748157,3.7150915
16.672403,-8.362812,-10.841293
-6.5157003,-5.785762,6.663361
8.33334,-2.1900845,12.81248
-5.448262,11.468603,-15.149171
16.180622,5.1348414,-4.8392367
1.2227846,-15.197743,1.2964077
-4.089423,-11.430801,-7.784508
11.214209,-16.68233,6.206129
19.511173,-6.6279845,4.3262305
10.119483,-13.305385,-9.854745
-5.354298,17.341942,-7.9559464
-5.229928,17.33028,-8.058685
-5.2141666,17.316595,-8.057555
13.549359,17.881693,-15.9525795
-9.411292,10.331859,0.52342975
16.96765,14.368236,-9.9901905
9.109992,-1.1354548,0.8888253
11.376811,16.230843,-10.751283
4.8535595,5.0905337,-2.4801135
7.9033933,-0.7002492,0.20204943
-3.453359,-14.387996,-10.198292
19.133553,3.756749,9.454607
1.7086203,-8.616655,14.013675
-10.99973,-8.018499,-2.5810654
-1.7444202,10.485428,16.938274
8.951712,13.331154,3.9581454
8.493206,13.483299,4.009718
9.299043,13.622179,3.4726918
8.733975,14.248245,3.3664901
9.512015,13.688028,3.6279666
9.503546,14.17005,3.4213424
-9.366091,9.966409,0.7660618
-11.293658,-2.5778434,3.8224013
-11.382748,-2.6760616,3.6868846
16.663515,-8.353831,-10.831847
-0.84900576,3.5259724,-5.4965773
8.157424,-2.0001569,12.619961
-5.590749,11.612261,-14.995435
16.1394,5.0942297,-4.8789854
1.2360011,-15.210787,1.3095262
-4.07549,-11.383643,-7.8217893
11.252524,-16.720644,6.167829
19.598568,-6.540021,4.238346
10.174285,-13.360349,-9.910098
-5.2654757,17.50169,-8.089526
-5.4093003,17.394506,-7.9126205
-5.4663343,17.33842,-7.847945
13.6132965,17.817688,-15.888524
-9.109031,10.412551,0.11700167
-4.3811193,5.0474668,11.810661
22.192879,9.032243,-3.4646702
-4.9806767,14.861294,6.639048
1.736882,3.6831806,-0.47973058
-10.894235,6.5779705,13.923304
20.35004,1.101102,-8.097322
21.099522,-0.77666074,-13.993586
12.501467,-0.15592438,-14.581552
