UMAP 1,UMAP 2,UMAP 3
7.536072,-11.433734,12.546786
-1.5818638,10.601903,16.973282
8.7657385,13.786751,2.6552572
9.239457,13.387502,3.3618405
9.282444,13.374642,3.1077428
9.501221,14.399008,3.862052
8.780871,14.679125,3.6541874
8.672632,13.850139,3.2853603
-9.405884,10.021286,0.31258953
-11.369258,-2.6187322,3.697063
-11.30879,-2.6837754,3.7295039
16.658743,-8.349065,-10.829304
-6.4963107,-5.791467,6.693347
8.336452,-2.1920965,12.802588
-5.438722,11.457437,-15.158972
16.18855,5.142675,-4.83149
1.1734432,-15.148355,1.2469988
-4.149527,-11.376453,-7.842525
11.282864,-16.751068,6.1375947
19.581816,-6.558608,4.256867
10.113583,-13.299634,-9.849479
-5.386021,17.406313,-8.02447
-5.4484205,17.344603,-7.8985043
-5.523908,17.423517,-7.832373
13.634511,17.796452,-15.867259
-9.401701,10.216252,0.2833207
3.4320893,1.3742602,5.242254
6.3625264,3.4327075,-7.046315
6.383593,3.452276,-7.0839906
-6.640394,-0.3067231,-14.6799755
-4.3658423,-0.8082028,-12.266471
8.554594,14.480195,3.3200843
8.830362,13.698133,3.3551047
9.021352,13.551022,3.3639593
9.275782,14.135966,3.8282545
8.867079,14.1266575,4.0731993
9.111774,13.842946,3.9087093
8.621051,13.155951,3.6293013
9.553921,14.052455,2.699041
9.029826,13.729348,3.5687127
8.156146,14.216309,4.1189227
8.347664,13.7162075,3.4596403
-9.263387,10.288315,0.49548963
-4.3638024,5.1305013,11.894776
13.639932,1.6256027,2.9287724
7.014831,-0.039964173,-3.240171
4.823537,5.08943,-2.191941
-10.886674,6.594054,13.914916
-2.3249059,0.63425475,17.315386
20.956486,-0.8510118,-13.50443
11.86425,-3.6425612,3.1017928
-10.478327,-7.2654366,-2.29618
-1.5536121,10.524305,16.900406
5.6641645,0.7780414,-13.497475
-2.5735981,-3.2222672,-11.08565
9.276468,14.099559,3.9852998
8.462908,14.385579,3.5015097
8.778685,14.459185,3.1152294
8.971251,13.524823,3.9053814
-9.250436,10.329889,0.8122608
-0.9812951,-10.534109,0.20519519
-7.3647857,-7.614777,16.008307
-11.596848,-5.001043,-9.245964
-3.0413256,11.543225,9.483996
7.559543,-0.5988869,-1.7376057
-7.30912,2.4677286,-3.3176148
10.74507,10.707686,-11.897246
-2.4156134,0.5437713,17.224142
21.18333,-0.8291372,-14.082469
12.641964,0.02839383,-14.7238655
7.508617,-11.466944,12.573113
15.716893,-4.2755337,9.994656
5.5209036,0.9139664,-13.470565
-2.5164082,-3.2733052,-11.100027
8.440911,13.761239,3.8520234
9.400796,13.728282,3.0532649
-9.120057,10.400917,0.018253524
-10.478183,1.6707911,-9.225371
-7.366648,-7.616514,16.010138
-11.588711,-4.993243,-9.238098
1.8079909,10.625855,-16.311031
1.981379,15.396398,-15.107449
-7.313526,2.464427,-3.3212159
-12.12276,8.055793,-12.780241
13.260694,7.701393,-13.309108
2.8275113,-8.547092,-16.75334
8.902995,6.059826,-16.58701
19.041744,8.830501,-15.892618
7.0842686,14.56902,-16.559547
19.223331,-2.4950995,11.437784
7.043033,-8.489757,16.383345
4.8283057,20.19761,-10.900088
4.871238,20.240465,-10.932256
-8.734506,10.11196,0.6154824
3.7415354,9.861912,-7.8544846
-1.3320116,-5.457428,-3.3777106
-5.4360046,15.12096,7.131641
1.2409433,-4.1645956,-2.814196
0.55069023,0.45411643,2.4594998
2.9450667,2.244019,-3.8812284
0.35587317,0.24477932,4.03382
-2.8862882,-4.3828745,8.203522
10.524464,17.926426,-7.2649803
11.80015,-3.579053,3.1634963
17.06047,10.105445,-1.3542947
10.59507,-11.189572,-3.05761
10.904978,-10.94562,-3.0729365
10.484649,-11.294288,-3.119091
10.970232,-11.346706,-3.2286992
10.827334,-11.03594,-3.3047442
-9.037894,10.057485,0.30002043
-11.344071,-2.6358063,3.7641888
-11.444988,-2.5221865,3.802187
16.659977,-8.350265,-10.827065
-6.3145022,-5.796885,7.1216125
8.172476,-2.0165825,12.635311
-5.564262,11.585444,-15.024144
16.140303,5.094934,-4.878376
1.220128,-15.195044,1.2937177
-4.140077,-11.384983,-7.8338385
11.20547,-16.673569,6.2148514
19.545767,-6.594208,4.2928095
10.094199,-13.2802515,-9.830314
-5.2772813,17.363577,-8.086795
-5.3032155,17.261621,-7.935262
-5.253817,17.231632,-7.96134
13.577847,17.853117,-15.923937
-9.622206,10.367107,0.5853078
-4.335655,5.1279664,11.864785
-7.914427,13.315251,8.120154
0.5046168,0.30281168,3.1244187
4.8839655,5.0414567,-2.161215
-10.891361,6.5622716,13.937055
-2.770304,-11.449357,5.418159
19.216618,3.8398151,9.387192
1.6637818,-8.659778,14.056435
-11.033878,-8.051829,-2.6060514
-1.6269684,10.5348015,16.950375
9.41801,13.565979,2.9696743
9.412464,14.0259285,4.0365877
9.463186,13.875445,3.3135428
9.754271,13.675593,3.6794114
8.739548,13.523963,3.4246943
9.372794,13.971599,3.305872
-9.264479,10.129131,0.52971023
-4.189611,5.1962914,12.008323
22.205786,9.018518,-3.4785426
-4.9537888,14.838512,6.61133
1.7379496,3.684271,-0.47852486
-10.880174,6.570365,13.904279
20.358372,1.1095349,-8.089027
21.041683,-0.87099725,-14.048017
12.411849,-0.20809954,-14.556905
7.6552687,-11.346294,12.431724
-1.6909809,10.509367,17.04431
8.312237,13.274244,3.978624
9.1002865,14.074928,4.232374
8.96663,13.263538,3.0236712
9.256712,13.812762,3.6600795
8.160303,13.957634,3.7607522
8.6367855,13.8913355,4.1703925
-9.019192,10.0673485,0.2251629
16.969076,14.369595,-9.991612
9.109885,-1.1354417,0.888767
11.376815,16.230837,-10.751288
4.8532677,5.0906634,-2.476747
7.916268,-0.70953023,0.19495136
-3.453661,-14.387953,-10.198787
19.253553,3.8768725,9.418175
1.7317175,-8.592252,13.989036
-11.014097,-8.037032,-2.60544
-1.5324969,10.710774,16.806423
9.488733,14.571771,3.5397215
8.888917,13.804257,2.7764616
9.097647,14.0813465,3.3714979
8.388953,14.087961,3.715876
9.642496,14.113281,3.3640912
9.119437,13.967236,2.960615
-9.5120945,10.069912,0.4665328
3.4338405,1.370767,5.260214
1.9754789,4.455742,-9.091723
3.0052743,-4.936122,5.882146
2.0353658,4.0663567,-0.29371536
6.4534597,3.520332,-7.176929
6.460124,3.527054,-7.183271
16.533602,9.569399,-1.6231277
10.871233,-11.193619,-3.2472556
9.425701,13.257373,4.335904
8.372148,14.4269495,3.6367462
9.401812,14.414474,3.84261
9.816287,13.794424,3.2074938
8.466165,13.661764,3.930433
9.24557,13.655232,3.3164694
8.6533165,13.67561,3.504619
9.094847,14.884589,3.249671
-9.231378,9.85885,0.50063515
16.78834,14.229432,-9.818388
-0.75724334,4.4029264,3.0677068
-0.75726366,4.4029827,3.0677059
-6.611846,-5.7372093,6.30879
6.345117,5.31656,11.65678
8.3761635,-2.230754,12.83772
-4.085356,-11.440095,-7.7791786
11.288609,-16.756784,6.131843
-4.533835,-0.6060833,-12.395544
19.595976,-6.5417457,4.239211
11.225072,-16.693283,6.1954336
6.38355,5.277864,11.695375
1.2460167,-15.220975,1.3195852
-4.062705,-11.460688,-7.7585034
11.274057,-16.74224,6.1464434
19.5325,-6.6051607,4.302996
-9.461681,10.349058,0.7234385
-4.2842536,5.183307,11.922136
22.215137,9.009672,-3.4872825
4.896306,-1.4277884,15.69412
4.977339,5.007088,-2.8906758
-10.893951,6.576734,13.9152775
-2.7851582,-11.464095,5.4329233
19.1877,3.8105185,9.377343
1.6329247,-8.690714,14.087494
-10.939619,-7.9635215,-2.527211
-1.662691,10.50127,16.944096
8.629728,13.9222765,4.123182
8.673468,14.497333,3.18814
8.385198,14.297129,3.7496026
8.54115,14.289792,3.3398283
9.088196,14.144117,2.6417334
9.813876,14.055646,4.0827255
-9.229279,9.945831,0.45943892
-4.2827883,5.120709,11.925483
22.193327,9.030977,-3.4661093
4.9137254,-1.407452,15.695669
-0.066624425,-0.38624483,-7.630449
-10.940481,6.585833,13.959626
-2.7616975,-11.440678,5.4094753
19.211119,3.8345232,9.432237
1.6607276,-8.663346,14.060045
-10.999152,-8.04326,-2.6006422
-1.5000424,10.686058,16.783306
8.540886,13.5046015,3.9889307
8.354125,13.661474,3.770209
8.853095,13.651014,4.0030603
8.369156,13.419705,3.1508687
8.455407,13.3484745,3.3761108
8.741192,14.112887,4.3704457
-9.02147,10.1597595,0.49325198
-9.217479,5.7308316,-7.9835496
0.4432082,1.6842561,7.7186327
-5.237908,15.006385,6.916952
-2.0792277,2.548768,-0.57038766
8.362978,-0.84354687,0.18125
8.145092,-0.7980376,-0.065568686
13.150698,-7.659122,4.4729795
21.658213,-0.5358165,-14.098715
12.606937,-0.0016295002,-14.693476
7.6300635,-11.376534,12.4599085
-1.7315149,10.602424,16.96649
10.48883,-11.199386,-3.2170901
10.756434,-11.063178,-3.1432972
10.788072,-11.061126,-3.1144242
10.927352,-11.0225115,-3.3801105
10.793307,-11.159146,-3.4879577
-9.175744,9.960364,0.77733946
-4.321215,5.137539,11.88824
13.676785,1.6605983,2.9652843
7.013977,-0.036695007,-3.2489202
-0.8308624,8.201901,-3.9947205
-10.966947,6.4996667,13.865233
20.352755,1.1039739,-8.094642
21.083233,-0.79954803,-13.993297
12.399457,-0.2160314,-14.511361
7.717935,-11.2892275,12.368315
-1.563409,10.582556,16.866842
8.614213,13.954243,4.000411
9.672927,14.338621,2.9220865
8.494041,13.532,3.5356746
8.549667,13.690398,4.039675
8.834198,14.07743,3.248211
8.979012,13.37159,3.9935906
-9.102815,10.212832,0.76189595
-11.356817,-2.7183936,3.6911168
-11.308652,-2.7349582,3.7089026
16.67871,-8.3680315,-10.838375
-6.3150225,-5.7928486,7.124967
8.348233,-2.2043982,12.815365
-5.450133,11.463371,-15.147679
16.210876,5.1649613,-4.8092246
1.2081095,-15.183044,1.2817066
-4.100451,-11.438974,-7.7963295
11.27671,-16.744907,6.14377
19.598297,-6.539593,4.2378106
10.094886,-13.280949,-9.8308735
-5.3715315,17.333712,-7.9295416
-5.478457,17.377064,-7.8835483
-5.444479,17.48687,-8.052496
13.641443,17.789577,-15.860378
-9.117842,10.508614,0.40507883
7.782112,-3.3976748,-17.367258
3.0042298,-10.443761,-8.387375
-16.030256,4.0551586,2.9061089
2.869646,15.749208,-11.863113
23.233278,2.4143016,1.0347832
-2.7518349,-11.430798,5.399645
19.285446,3.908783,9.493146
1.672219,-8.651858,14.048523
-11.058863,-8.075998,-2.6478636
-1.5757443,10.694127,17.042807
9.566441,14.058396,3.4090848
8.53634,13.477658,3.6687536
9.066883,14.741394,3.6641898
8.903483,13.765798,2.623199
9.755486,14.083257,3.5928345
9.456488,13.372788,3.600342
-9.1626425,10.076432,0.31612593
-11.309486,-2.7165883,3.6832159
-11.366502,-2.5373013,3.829089
16.676516,-8.365721,-10.836855
-6.310608,-5.797695,7.130975
8.159208,-2.0029855,12.621877
-5.568167,11.589498,-15.020058
16.128147,5.082761,-4.890584
1.2067069,-15.181627,1.280287
-4.106675,-11.418488,-7.8000717
11.238464,-16.706676,6.1820426
19.57769,-6.559984,4.2576146
10.1508255,-13.336906,-9.8871975
-5.5066395,17.376337,-7.7991323
-5.5088367,17.354486,-7.7969375
-5.3526487,17.268087,-7.897951
13.636684,17.794296,-15.865104
-8.776562,10.149203,0.6443364
11.203436,-3.2498887,8.369033
14.719357,6.269838,16.70063
3.3091607,-6.0806637,-7.6784997
4.782971,5.1260037,-2.0864952
-2.608723,-0.018465059,1.4249194
10.791254,10.66195,-11.943602
-2.39314,0.5660058,17.247255
21.16089,-0.76513,-14.009355
12.410171,-0.22706392,-14.562717
7.592336,-11.39411,12.49246
15.725722,-4.2664566,10.003643
5.6420903,0.78042567,-13.41934
-2.5963352,-3.1879318,-11.142151
8.937661,14.643125,3.4782574
8.585707,13.12045,3.67359
9.201188,13.288152,3.2459934
-9.273008,10.305587,0.8943039
3.3170218,10.355393,-8.099651
0.54026026,0.40293232,2.7989712
0.52805346,0.3794372,2.8525817
4.5784197,-1.4039831,-8.860266
3.3508174,10.358916,-8.083319
-4.405687,-0.75174785,-12.288403
-4.4333906,-0.7193681,-12.310718
-4.4455442,-0.70692545,-12.322558
3.4332469,10.361358,-8.034378
3.423747,10.364478,-8.043609
9.268972,14.023893,3.7657874
9.062153,14.86617,3.2750695
8.557037,14.357538,3.7961962
8.017412,14.015741,3.4002256
8.632771,14.141712,3.898669
9.032906,13.023795,3.6889982
-9.171633,9.706376,0.5596046
7.775779,-3.391368,-17.373672
2.977171,-10.416524,-8.402044
-16.016111,4.06955,2.9204428
2.8857503,15.765367,-11.846918
23.237038,2.4180868,1.0385481
-2.7646363,-11.4437,5.412427
19.317669,3.9406383,9.557484
1.740476,-8.583534,13.980292
-10.901081,-7.92126,-2.480998
-1.5906354,10.565708,16.969875
5.58577,0.8173207,-13.374175
-2.536857,-3.2266521,-11.123841
9.664001,14.102778,3.3274486
8.563421,13.225437,2.7275946
8.520275,13.727093,3.8477936
8.347066,14.528998,2.980617
-9.123658,10.375127,0.04797511
-11.441164,-2.6332412,3.727743
-11.397348,-2.681268,3.6795628
16.648548,-8.339185,-10.820345
-0.8490447,3.525948,-5.496591
8.303013,-2.1584074,12.764858
-5.444316,11.462962,-15.153381
16.176737,5.1309514,-4.8433104
1.1915642,-15.166907,1.2654517
-4.135765,-11.388815,-7.829785
11.280609,-16.74882,6.1398935
19.578733,-6.558943,4.2568917
10.102801,-13.288873,-9.838844
-5.341298,17.230097,-7.8767548
-5.3381658,17.459024,-8.063377
-5.1927643,17.30861,-8.069608
13.597145,17.833784,-15.904455
-9.161947,10.261707,0.3858712
-10.467111,1.6573056,-9.215284
4.82057,5.966002,-17.273365
0.5079635,15.757815,-3.9772003
1.7943039,10.613089,-16.304325
1.9725173,15.388614,-15.116725
8.262168,-0.9117622,-0.8495628
-12.123074,8.055546,-12.780564
13.261307,7.6997795,-13.30997
2.8189304,-8.555517,-16.744915
8.901013,6.0618806,-16.585485
19.041473,8.830239,-15.892955
7.0818152,14.571336,-16.556692
19.22568,-2.4974234,11.440099
7.032464,-8.47925,16.393837
4.80303,20.169992,-10.884541
4.822273,20.1924,-10.882804
-9.535876,10.203356,0.74117726
3.4335299,1.3681574,5.263407
1.9754816,4.4557137,-9.091728
3.0052896,-4.9361296,5.8821435
2.0412889,4.074385,-0.2905369
6.4633756,3.5302749,-7.186963
6.450515,3.517437,-7.173633
16.546509,9.581403,-1.5980365
11.006139,-11.289419,-3.316377
9.484788,13.77766,3.9083831
8.729239,14.385089,2.9594593
9.207705,13.641875,4.021228
8.607698,14.037186,3.5496159
9.217132,14.088481,2.9591146
8.980738,13.432982,3.9813733
9.091317,13.1401205,3.509522
8.909722,13.915993,3.7372296
-9.359802,9.944286,0.72604424
11.203188,-3.2496185,8.368816
14.718704,6.2693667,16.700073
3.3232505,-6.0644245,-7.692075
2.5485885,-3.9026437,2.3935153
-2.5426757,0.045744568,1.4894236
10.675718,10.775542,-11.827262
-2.3560848,0.6031914,17.283995
21.155153,-0.7757917,-14.025069
12.458633,-0.13340369,-14.526195
7.553725,-11.44412,12.530344
15.730798,-4.2601237,10.009761
5.5898123,0.8202151,-13.389439
-2.5961776,-3.280466,-11.038504
9.151691,13.551407,3.3450804
8.9477,14.51453,4.207293
8.9991665,13.4738455,3.839041
-9.443505,9.979993,0.36760542
-10.474795,1.6603659,-9.222997
-7.366101,-7.615959,16.00958
-11.588424,-4.99265,-9.237548
1.8045752,10.622451,-16.307735
1.9723822,15.389181,-15.116819
-7.315854,2.4620953,-3.3185835
-12.131211,8.047295,-12.788708
13.277109,7.717842,-13.292613
2.8114152,-8.563116,-16.737408
8.904351,6.0584364,-16.588442
19.046,8.83466,-15.887424
7.079842,14.573457,-16.555122
19.213223,-2.4849393,11.427648
7.038978,-8.485708,16.387524
4.8393345,20.205704,-10.9190855
4.8729453,20.240923,-10.9327
-8.976118,10.034127,0.43265685
-11.269834,-2.5718327,3.8397174
-11.424941,-2.64466,3.6370428
16.676794,-8.366838,-10.840668
7.572167,3.4178245,1.6647015
7.8406863,-0.7243343,0.26244625
8.315934,-2.1734104,12.802665
-5.4437075,11.463241,-15.154337
16.202324,5.162489,-4.810602
1.1870991,-15.162084,1.2607342
-4.0858846,-11.439071,-7.7800636
11.195202,-16.663456,6.225396
19.571625,-6.565862,4.2640357
-5.319365,17.499186,-8.041154
-5.2388043,17.286062,-8.044156
-5.236476,17.366602,-8.077166
13.611974,17.819036,-15.889862
-9.137995,10.1071615,0.11879192
-4.245389,5.1474686,11.946014
13.664928,1.6497184,2.9536805
7.0146565,-0.037725586,-3.2476008
-0.8309432,8.201938,-3.9947116
-10.897478,6.5722895,13.908797
20.359634,1.1106808,-8.087721
21.019264,-0.81274927,-13.970604
12.475433,-0.1703538,-14.564564
7.615041,-11.329143,12.471543
-1.5674995,10.693721,16.928045
9.526093,14.144456,3.394547
8.932203,13.609131,3.5956185
9.071324,14.617186,4.019118
9.398346,13.627391,2.8857307
9.123551,13.889792,3.8128457
8.845964,13.1366825,3.262565
-9.530411,10.085656,0.19909659
16.967009,14.367605,-9.98954
9.099012,-1.1247275,0.8778476
11.376836,16.230898,-10.751288
-1.5673362,0.043331683,-3.1570876
13.4487095,4.1466527,0.71309775
-3.4506116,-14.390957,-10.195654
19.234098,3.8572018,9.370127
1.7336825,-8.590286,13.987073
-10.971142,-8.0295315,-2.5934787
-1.606676,10.56389,16.954706
8.775775,14.502076,2.8585906
8.227063,14.094255,3.4160783
9.227454,14.18461,3.4609454
8.807674,13.710777,3.883688
8.893645,14.286371,3.9105678
8.988695,13.946593,3.0129962
-8.759987,10.154745,0.6172011
16.96423,14.364879,-9.986779
9.110448,-1.1355546,0.889242
11.376826,16.230865,-10.751301
4.855682,5.089608,-2.494025
7.903693,-0.70051825,0.20205447
-3.4551635,-14.386262,-10.200046
19.134132,3.7573876,9.407457
1.6868443,-8.636557,14.033832
-10.951739,-7.969471,-2.5387177
-1.5838164,10.563484,16.907436
8.889135,14.021701,2.8609867
8.348044,14.126652,3.1446393
9.478433,13.46535,3.054833
8.408672,13.538869,3.5768194
9.190593,14.478072,3.5245328
8.541401,13.489279,3.7072816
-9.152896,10.063545,0.46425456
-4.2084246,5.1616783,11.987239
22.215784,9.00713,-3.4893186
4.904269,-1.4288715,15.680861
4.9756665,5.0082474,-2.8859222
-10.883831,6.6069207,13.922239
-2.3453526,0.61361015,17.295315
21.109999,-0.8756422,-14.105932
12.530939,-0.07787585,-14.610176
7.6509604,-11.327259,12.437534
6.3689113,3.4371724,-7.0725746
-2.6121948,-3.2071757,-11.1287775
8.903571,14.019355,3.294023
9.650936,14.506413,3.1257725
8.608448,14.404903,3.1731725
8.926981,14.053,2.9320068
8.989877,13.089006,3.325
-9.492928,10.210086,0.1951819
-0.9812967,-10.53411,0.20519094
4.8327675,5.954048,-17.257154
0.50793326,15.758298,-3.9770932
-3.0413265,11.54323,9.483997
7.394872,-0.4959828,-2.0335875
7.408581,-0.50874084,-2.0183272
20.562895,-3.0148304,-1.8969668
13.81329,-1.6965946,13.945482
9.656463,2.5167346,-3.6209254
6.8687353,-9.74766,11.216316
6.8690834,-9.748199,11.2165575
15.7028265,-4.289483,9.980702
5.6805735,0.7527443,-13.485196
-2.532041,-3.2591343,-11.089379
9.12473,13.654509,3.4579356
8.862619,14.078244,4.3510547
-9.049483,9.9686165,0.2817219
-10.515486,1.7051237,-9.263632
7.7659273,-3.3814483,-17.38338
3.385564,-6.004818,-7.7539415
-6.6866517,-5.7361803,6.142222
8.279748,-0.93634224,-0.8285004
-12.123673,8.054889,-12.781208
13.268458,7.709079,-13.301284
2.8308258,-8.543733,-16.75682
8.906373,6.0564375,-16.590382
19.030975,8.819727,-15.903461
17.22286,-10.295894,-0.7468034
19.21902,-2.490753,11.433463
7.0380373,-8.484805,16.388418
3.4510818,10.366746,-8.028134
4.8432713,20.214987,-10.915154
4.8620534,20.242699,-10.904071
-9.221298,10.0678215,0.68089557
-11.274061,-2.5797913,3.8235645
-11.286208,-2.7258086,3.7124379
16.678438,-8.367844,-10.83883
-0.8490149,3.5259564,-5.496596
8.165648,-2.0090234,12.628102
-5.583997,11.607503,-15.001565
16.145895,5.1006765,-4.8727884
1.2308655,-15.205705,1.3044173
-4.0565367,-11.457494,-7.753705
11.275726,-16.743937,6.1447606
19.574345,-6.563706,4.2612123
10.109831,-13.295904,-9.845924
-5.4794445,17.483309,-7.911789
-5.4052415,17.472858,-8.018059
-5.3058486,17.38965,-8.008752
13.568546,17.862532,-15.933407
-9.146953,10.055716,0.43330744
-4.343058,5.113954,11.866588
22.189135,9.042644,-3.4562318
-4.9675994,14.852461,6.6252284
1.7336498,3.6797912,-0.482627
-10.842397,6.628423,13.886797
20.355556,1.1067426,-8.091852
21.143679,-0.78744954,-14.010425
12.552303,-0.08856314,-14.639663
7.5926175,-11.361591,12.490551
-1.4973302,10.49367,17.031748
8.780502,14.726146,3.4447362
8.835054,14.503554,3.5614188
8.928698,13.914115,4.097193
9.065211,14.601912,3.996516
8.335934,14.330332,3.4367673
9.137221,14.498258,3.694429
-9.1193905,10.187009,0.56731296
-4.202006,5.204499,12.000807
13.696903,1.680735,2.9856148
7.0106573,-0.032652248,-3.2561095
4.9759536,5.0074706,-2.871084
-10.879571,6.58773,13.921179
-2.786427,-11.465454,5.4342084
19.179394,3.802791,9.471309
1.7304076,-8.593533,13.990238
-11.077031,-8.095547,-2.6527562
-1.7405657,10.479889,16.905825
5.5056777,0.9100162,-13.380543
-2.5896926,-3.2717814,-11.038599
8.898912,13.874832,2.326355
9.576325,14.034641,3.4320807
8.235638,13.869322,3.1710157
9.19376,13.686413,4.1381674
-9.166068,10.543228,0.2584099
3.4376092,1.3662301,5.2646146
3.4292035,1.3742881,5.2564807
3.4438846,1.3599112,5.270871
8.210745,2.035547,-5.844794
6.4422803,3.50918,-7.1644516
16.52558,9.560975,-1.6211914
-4.5153446,-0.62528735,-12.378025
10.773353,-11.177685,-3.271414
9.472019,13.294264,3.5372338
8.138191,13.621939,3.05884
9.207555,13.845917,3.4556177
8.660014,13.865371,4.2027307
9.567823,13.952328,3.09701
9.471818,14.023221,4.1882915
8.343141,14.314579,3.2466486
8.348927,14.486777,2.9171143
-9.02484,10.268772,0.13603748
-0.98130107,-10.534098,0.20518789
14.718953,6.269488,16.700247
3.305497,-6.084149,-7.674803
2.5313373,-3.9145477,2.37656
-2.603352,-0.013529443,1.4301274
10.786539,10.6666975,-11.938941
-2.421542,0.53781486,17.21834
21.073452,-0.75739837,-13.930301
12.425331,-0.13290688,-14.508689
7.6284304,-11.320557,12.421675
15.7288265,-4.2628026,10.007387
5.5987577,0.81882304,-13.399866
-2.5215657,-3.2387125,-11.079324
9.251396,13.828385,3.2869027
9.466487,14.160704,3.6192908
8.932841,14.035005,3.514881
-9.061093,10.152282,0.70901096
-10.5141945,1.703144,-9.26234
7.780875,-3.3964083,-17.368435
3.3724809,-6.0175395,-7.7407107
-6.683497,-5.735889,6.1471457
8.251918,-0.90960664,-0.82814664
-12.12219,8.056389,-12.779729
13.273963,7.714684,-13.295695
2.8385446,-8.53599,-16.764515
8.905031,6.0578794,-16.589006
19.033201,8.821823,-15.901319
17.220942,-10.297754,-0.7487016
19.221453,-2.4931948,11.435912
7.0486727,-8.4955635,16.377186
3.4466271,10.365687,-8.030213
4.8456087,20.217878,-10.920995
4.8561044,20.225662,-10.914165
-9.249596,9.867047,0.56800675
-0.6134075,11.607825,-10.320784
20.564121,-3.0140724,-1.8960963
13.8076105,-1.690923,13.939768
4.5783744,-1.4040192,-8.860272
1.5828182,8.966287,-8.43553
16.558796,9.594801,-1.601401
-4.5159173,-0.62489164,-12.378816
10.570456,-11.234885,-3.2196238
8.642565,14.083935,4.3018637
9.802275,14.065866,4.0646844
8.688266,13.767351,3.983722
9.157083,13.621711,3.4592893
8.905873,13.440544,3.6598415
8.753238,13.79581,2.924316
8.670747,13.830209,2.9622843
8.691697,14.59314,3.3684676
-9.083139,10.034058,0.16715999
16.963005,14.363781,-9.985623
9.110039,-1.1353222,0.8886319
11.376825,16.230854,-10.7513
-1.5661688,0.042784404,-3.156534
13.464968,4.1300354,0.7285612
7.913616,-0.6904545,0.19205241
-3.4568646,-14.384804,-10.202001
19.225212,3.848329,9.491348
-10.9657755,-7.9844575,-2.5441372
-10.983211,-7.9995193,-2.5631912
17.223152,-10.29564,-0.74654627
8.9477005,13.990873,3.2420673
8.587572,13.29629,2.6753585
9.471306,14.143918,3.1583502
9.682524,14.4612255,3.1435618
8.913292,14.023141,2.991167
-8.914537,9.912542,0.5411853
-4.3293653,5.118004,11.880241
-7.9136796,13.314434,8.119359
0.50809216,0.31514877,3.0954933
-5.401059,14.260554,0.64381164
3.374254,10.364403,-8.074621
13.804091,-1.6873605,13.936328
20.522285,-3.0553448,-1.9375058
-0.60468847,11.618546,-10.331511
-0.59750384,11.627903,-10.340875
-1.595417,10.635454,17.023026
9.22103,13.456772,2.8049245
9.195575,13.671754,3.4226303
9.9527445,14.290537,3.415064
8.941977,14.399095,4.23068
8.62162,14.38728,3.1844149
9.184682,13.861981,3.8015585
-9.288485,9.9621725,0.393999
7.7733374,-3.3889189,-17.37612
-2.397428,10.211327,2.5468483
6.507821,-0.3746245,-3.1942334
4.8509226,5.0669956,-2.1637642
23.223585,2.4046576,1.0251315
-2.4106207,0.54866076,17.229406
20.954666,-0.8511893,-13.494981
11.862011,-3.6401188,3.1036732
-10.482088,-7.271033,-2.2978778
-1.7779301,10.512803,16.958471
5.5045066,0.92045486,-13.434913
-2.6001718,-3.2023625,-11.131813
9.3601,13.238956,4.2489853
8.726048,13.2146015,3.8967178
8.564456,13.856066,4.131192
8.807893,13.939409,3.9500897
-9.442775,10.323848,0.83305717
-9.306131,5.6717157,-8.086003
-1.3319991,-5.4574323,-3.3777113
-5.4482374,15.101504,7.1451077
-2.8519816,4.635343,1.6717428
-1.9993056,-4.3634753,1.3376623
8.0768385,-0.8113359,-0.9483748
0.35610324,0.24824141,4.036476
-2.883224,-4.379747,8.206606
10.503644,17.905611,-7.287682
11.820104,-3.5989654,3.1437755
17.053665,10.09867,-1.3624393
11.009299,-11.31137,-3.298381
10.78232,-11.007027,-3.4477007
10.911025,-11.016618,-3.5177026
10.83091,-11.138309,-3.5258253
10.96984,-11.275275,-3.2649727
-9.247333,9.738103,0.5770947
16.674753,9.71227,-1.5236434
8.706008,14.413952,3.1020684
8.7756605,14.543872,4.105427
-6.640373,-0.3067446,-14.679952
9.3692255,13.6065035,3.752119
8.940634,14.033407,3.7142816
9.382698,14.129136,3.944377
9.234768,14.079912,4.310459
9.197159,13.025578,3.5238001
8.582793,13.292896,3.914159
9.820686,14.096723,4.095582
9.247917,13.638591,3.5430377
8.356449,14.556014,2.9334064
9.450438,13.258774,3.740728
8.605237,14.300719,3.0407934
9.149814,13.832628,3.3558545
-9.112965,9.846106,0.50877213
-1.381896,10.304803,16.451942
8.8925905,14.154772,3.4288275
9.087935,14.188926,2.6846867
-6.6403832,-0.30673942,-14.679966
8.612419,13.166077,3.4837768
8.935313,13.187749,3.2962916
9.270135,13.460591,2.6794877
8.503211,13.664296,3.9381218
8.274371,13.332793,4.0016794
9.3400545,13.600961,3.451413
8.555294,13.485141,3.9782515
8.51466,14.324563,3.5624034
8.774988,14.102963,3.1776574
8.326141,14.047969,3.122685
8.579797,14.050863,2.7166722
9.438152,13.356963,4.349403
-9.214861,10.325916,0.8485991
-11.342186,-2.6331022,3.753147
-11.302441,-2.6498656,3.7670085
16.69353,-8.383388,-10.856611
-0.8490639,3.525943,-5.496623
8.231157,-2.0802112,12.696096
-5.5192127,11.539359,-15.073176
16.162048,5.1163898,-4.8574433
1.1956855,-15.170524,1.2692261
