UMAP 1,UMAP 2,UMAP 3,Cluster
-10.886674,6.594054,13.914916,0
-2.3249059,0.63425475,17.315386,4
20.956486,-0.8510118,-13.50443,1
11.86425,-3.6425612,3.1017928,1
-10.478327,-7.2654366,-2.29618,2
-1.5536121,10.524305,16.900406,4
5.6641645,0.7780414,-13.497475,1
-2.5735981,-3.2222672,-11.08565,1
9.276468,14.099559,3.9852998,3
8.462908,14.385579,3.5015097,3
8.778685,14.459185,3.1152294,3
8.971251,13.524823,3.9053814,3
-9.250436,10.329889,0.8122608,0
-0.9812951,-10.534109,0.20519519,2
-7.3647857,-7.614777,16.008307,4
-11.596848,-5.001043,-9.245964,2
-3.0413256,11.543225,9.483996,2
7.559543,-0.5988869,-1.7376057,1
-7.30912,2.4677286,-3.3176148,2
10.74507,10.707686,-11.897246,1
-2.4156134,0.5437713,17.224142,4
21.18333,-0.8291372,-14.082469,1
12.641964,0.02839383,-14.7238655,1
7.508617,-11.466944,12.573113,4
15.716893,-4.2755337,9.994656,4
5.5209036,0.9139664,-13.470565,1
-2.5164082,-3.2733052,-11.100027,1
8.440911,13.761239,3.8520234,3
9.400796,13.728282,3.0532649,3
-9.120057,10.400917,0.018253524,0
-10.478183,1.6707911,-9.225371,2
-7.366648,-7.616514,16.010138,4
-11.588711,-4.993243,-9.238098,2
1.8079909,10.625855,-16.311031,1
1.981379,15.396398,-15.107449,1
-7.313526,2.464427,-3.3212159,2
-12.12276,8.055793,-12.780241,2
13.260694,7.701393,-13.309108,1
2.8275113,-8.547092,-16.75334,1
8.902995,6.059826,-16.58701,1
19.041744,8.830501,-15.892618,1
7.0842686,14.56902,-16.559547,1
19.223331,-2.4950995,11.437784,4
7.043033,-8.489757,16.383345,4
4.8283057,20.19761,-10.900088,1
4.871238,20.240465,-10.932256,1
-8.734506,10.11196,0.6154824,0
3.7415354,9.861912,-7.8544846,1
-1.3320116,-5.457428,-3.3777106,2
-5.4360046,15.12096,7.131641,2
1.2409433,-4.1645956,-2.814196,1
0.55069023,0.45411643,2.4594998,2
2.9450667,2.244019,-3.8812284,1
0.35587317,0.24477932,4.03382,2
-2.8862882,-4.3828745,8.203522,2
10.524464,17.926426,-7.2649803,1
11.80015,-3.579053,3.1634963,1
17.06047,10.105445,-1.3542947,1
10.59507,-11.189572,-3.05761,1
10.904978,-10.94562,-3.0729365,1
10.484649,-11.294288,-3.119091,1
10.970232,-11.346706,-3.2286992,1
10.827334,-11.03594,-3.3047442,1
-9.037894,10.057485,0.30002043,0
-11.344071,-2.6358063,3.7641888,2
-11.444988,-2.5221865,3.802187,2
16.659977,-8.350265,-10.827065,1
-6.3145022,-5.796885,7.1216125,2
8.172476,-2.0165825,12.635311,4
-5.564262,11.585444,-15.024144,1
16.140303,5.094934,-4.878376,1
1.220128,-15.195044,1.2937177,1
-4.140077,-11.384983,-7.8338385,2
11.20547,-16.673569,6.2148514,1
19.545767,-6.594208,4.2928095,1
10.094199,-13.2802515,-9.830314,1
-5.2772813,17.363577,-8.086795,0
-5.3032155,17.261621,-7.935262,0
-5.253817,17.231632,-7.96134,0
13.577847,17.853117,-15.923937,1
-9.622206,10.367107,0.5853078,0
-4.335655,5.1279664,11.864785,2
-7.914427,13.315251,8.120154,2
0.5046168,0.30281168,3.1244187,2
4.8839655,5.0414567,-2.161215,1
-10.891361,6.5622716,13.937055,0
-2.770304,-11.449357,5.418159,2
19.216618,3.8398151,9.387192,4
1.6637818,-8.659778,14.056435,4
-11.033878,-8.051829,-2.6060514,2
-1.6269684,10.5348015,16.950375,4
9.41801,13.565979,2.9696743,3
9.412464,14.0259285,4.0365877,3
9.463186,13.875445,3.3135428,3
9.754271,13.675593,3.6794114,3
8.739548,13.523963,3.4246943,3
9.372794,13.971599,3.305872,3
-9.264479,10.129131,0.52971023,0
-4.189611,5.1962914,12.008323,2
22.205786,9.018518,-3.4785426,1
-4.9537888,14.838512,6.61133,2
1.7379496,3.684271,-0.47852486,1
-10.880174,6.570365,13.904279,0
20.358372,1.1095349,-8.089027,1
21.041683,-0.87099725,-14.048017,1
12.411849,-0.20809954,-14.556905,1
7.6552687,-11.346294,12.431724,4
-1.6909809,10.509367,17.04431,4
8.312237,13.274244,3.978624,3
9.1002865,14.074928,4.232374,3
8.96663,13.263538,3.0236712,3
9.256712,13.812762,3.6600795,3
8.160303,13.957634,3.7607522,3
8.6367855,13.8913355,4.1703925,3
-9.019192,10.0673485,0.2251629,0
16.969076,14.369595,-9.991612,1
9.109885,-1.1354417,0.888767,1
11.376815,16.230837,-10.751288,1
4.8532677,5.0906634,-2.476747,1
7.916268,-0.70953023,0.19495136,1
-3.453661,-14.387953,-10.198787,2
19.253553,3.8768725,9.418175,4
1.7317175,-8.592252,13.989036,4
-11.014097,-8.037032,-2.60544,2
-1.5324969,10.710774,16.806423,4
9.488733,14.571771,3.5397215,3
8.888917,13.804257,2.7764616,3
9.097647,14.0813465,3.3714979,3
8.388953,14.087961,3.715876,3
9.642496,14.113281,3.3640912,3
9.119437,13.967236,2.960615,3
-9.5120945,10.069912,0.4665328,0
3.4338405,1.370767,5.260214,2
1.9754789,4.455742,-9.091723,1
3.0052743,-4.936122,5.882146,2
2.0353658,4.0663567,-0.29371536,1
6.4534597,3.520332,-7.176929,1
6.460124,3.527054,-7.183271,1
16.533602,9.569399,-1.6231277,1
10.871233,-11.193619,-3.2472556,1
9.425701,13.257373,4.335904,3
8.372148,14.4269495,3.6367462,3
9.401812,14.414474,3.84261,3
9.816287,13.794424,3.2074938,3
8.466165,13.661764,3.930433,3
9.24557,13.655232,3.3164694,3
8.6533165,13.67561,3.504619,3
9.094847,14.884589,3.249671,3
-9.231378,9.85885,0.50063515,0
16.78834,14.229432,-9.818388,1
-0.75724334,4.4029264,3.0677068,2
-0.75726366,4.4029827,3.0677059,2
-6.611846,-5.7372093,6.30879,2
6.345117,5.31656,11.65678,4
8.3761635,-2.230754,12.83772,4
-4.085356,-11.440095,-7.7791786,2
11.288609,-16.756784,6.131843,1
-4.533835,-0.6060833,-12.395544,1
19.595976,-6.5417457,4.239211,1
11.225072,-16.693283,6.1954336,1
6.38355,5.277864,11.695375,4
1.2460167,-15.220975,1.3195852,1
-4.062705,-11.460688,-7.7585034,2
11.274057,-16.74224,6.1464434,1
19.5325,-6.6051607,4.302996,1
-9.461681,10.349058,0.7234385,0
-4.2842536,5.183307,11.922136,2
22.215137,9.009672,-3.4872825,1
4.896306,-1.4277884,15.69412,4
4.977339,5.007088,-2.8906758,1
-10.893951,6.576734,13.9152775,0
-2.7851582,-11.464095,5.4329233,2
19.1877,3.8105185,9.377343,4
1.6329247,-8.690714,14.087494,4
-10.939619,-7.9635215,-2.527211,2
-1.662691,10.50127,16.944096,4
8.629728,13.9222765,4.123182,3
8.673468,14.497333,3.18814,3
8.385198,14.297129,3.7496026,3
8.54115,14.289792,3.3398283,3
9.088196,14.144117,2.6417334,3
9.813876,14.055646,4.0827255,3
-9.229279,9.945831,0.45943892,0
-4.2827883,5.120709,11.925483,2
22.193327,9.030977,-3.4661093,1
4.9137254,-1.407452,15.695669,4
-0.066624425,-0.38624483,-7.630449,1
-10.940481,6.585833,13.959626,0
-2.7616975,-11.440678,5.4094753,2
19.211119,3.8345232,9.432237,4
1.6607276,-8.663346,14.060045,4
-10.999152,-8.04326,-2.6006422,2
-1.5000424,10.686058,16.783306,4
8.540886,13.5046015,3.9889307,3
8.354125,13.661474,3.770209,3
8.853095,13.651014,4.0030603,3
8.369156,13.419705,3.1508687,3
8.455407,13.3484745,3.3761108,3
8.741192,14.112887,4.3704457,3
-9.02147,10.1597595,0.49325198,0
-9.217479,5.7308316,-7.9835496,2
0.4432082,1.6842561,7.7186327,2
-5.237908,15.006385,6.916952,2
-2.0792277,2.548768,-0.57038766,2
8.362978,-0.84354687,0.18125,1
8.145092,-0.7980376,-0.065568686,1
13.150698,-7.659122,4.4729795,1
21.658213,-0.5358165,-14.098715,1
12.606937,-0.0016295002,-14.693476,1
7.6300635,-11.376534,12.4599085,4
-1.7315149,10.602424,16.96649,4
10.48883,-11.199386,-3.2170901,1
10.756434,-11.063178,-3.1432972,1
10.788072,-11.061126,-3.1144242,1
10.927352,-11.0225115,-3.3801105,1
10.793307,-11.159146,-3.4879577,1
-9.175744,9.960364,0.77733946,0
-4.321215,5.137539,11.88824,2
13.676785,1.6605983,2.9652843,1
7.013977,-0.036695007,-3.2489202,1
-0.8308624,8.201901,-3.9947205,1
-10.966947,6.4996667,13.865233,0
20.352755,1.1039739,-8.094642,1
21.083233,-0.79954803,-13.993297,1
12.399457,-0.2160314,-14.511361,1
7.717935,-11.2892275,12.368315,4
-1.563409,10.582556,16.866842,4
8.614213,13.954243,4.000411,3
9.672927,14.338621,2.9220865,3
8.494041,13.532,3.5356746,3
8.549667,13.690398,4.039675,3
8.834198,14.07743,3.248211,3
8.979012,13.37159,3.9935906,3
-9.102815,10.212832,0.76189595,0
-11.356817,-2.7183936,3.6911168,2
-11.308652,-2.7349582,3.7089026,2
16.67871,-8.3680315,-10.838375,1
-6.3150225,-5.7928486,7.124967,2
8.348233,-2.2043982,12.815365,4
-5.450133,11.463371,-15.147679,1
16.210876,5.1649613,-4.8092246,1
1.2081095,-15.183044,1.2817066,1
-4.100451,-11.438974,-7.7963295,2
11.27671,-16.744907,6.14377,1
19.598297,-6.539593,4.2378106,1
10.094886,-13.280949,-9.8308735,1
-5.3715315,17.333712,-7.9295416,0
-5.478457,17.377064,-7.8835483,0
-5.444479,17.48687,-8.052496,0
13.641443,17.789577,-15.860378,1
-9.117842,10.508614,0.40507883,0
7.782112,-3.3976748,-17.367258,1
3.0042298,-10.443761,-8.387375,1
-16.030256,4.0551586,2.9061089,2
2.869646,15.749208,-11.863113,1
23.233278,2.4143016,1.0347832,1
-2.7518349,-11.430798,5.399645,2
19.285446,3.908783,9.493146,4
1.672219,-8.651858,14.048523,4
-11.058863,-8.075998,-2.6478636,2
-1.5757443,10.694127,17.042807,4
9.566441,14.058396,3.4090848,3
8.53634,13.477658,3.6687536,3
9.066883,14.741394,3.6641898,3
8.903483,13.765798,2.623199,3
9.755486,14.083257,3.5928345,3
9.456488,13.372788,3.600342,3
-9.1626425,10.076432,0.31612593,0
-11.309486,-2.7165883,3.6832159,2
-11.366502,-2.5373013,3.829089,2
16.676516,-8.365721,-10.836855,1
-6.310608,-5.797695,7.130975,2
8.159208,-2.0029855,12.621877,4
-5.568167,11.589498,-15.020058,1
16.128147,5.082761,-4.890584,1
1.2067069,-15.181627,1.280287,1
-4.106675,-11.418488,-7.8000717,2
11.238464,-16.706676,6.1820426,1
19.57769,-6.559984,4.2576146,1
10.1508255,-13.336906,-9.8871975,1
-5.5066395,17.376337,-7.7991323,0
-5.5088367,17.354486,-7.7969375,0
-5.3526487,17.268087,-7.897951,0
13.636684,17.794296,-15.865104,1
-8.776562,10.149203,0.6443364,0
11.203436,-3.2498887,8.369033,1
14.719357,6.269838,16.70063,4
3.3091607,-6.0806637,-7.6784997,1
4.782971,5.1260037,-2.0864952,1
-2.608723,-0.018465059,1.4249194,2
10.791254,10.66195,-11.943602,1
-2.39314,0.5660058,17.247255,4
21.16089,-0.76513,-14.009355,1
12.410171,-0.22706392,-14.562717,1
7.592336,-11.39411,12.49246,4
15.725722,-4.2664566,10.003643,4
5.6420903,0.78042567,-13.41934,1
-2.5963352,-3.1879318,-11.142151,1
8.937661,14.643125,3.4782574,3
8.585707,13.12045,3.67359,3
9.201188,13.288152,3.2459934,3
-9.273008,10.305587,0.8943039,0
3.3170218,10.355393,-8.099651,1
0.54026026,0.40293232,2.7989712,2
0.52805346,0.3794372,2.8525817,2
4.5784197,-1.4039831,-8.860266,1
3.3508174,10.358916,-8.083319,1
-4.405687,-0.75174785,-12.288403,1
-4.4333906,-0.7193681,-12.310718,1
-4.4455442,-0.70692545,-12.322558,1
3.4332469,10.361358,-8.034378,1
3.423747,10.364478,-8.043609,1
9.268972,14.023893,3.7657874,3
9.062153,14.86617,3.2750695,3
8.557037,14.357538,3.7961962,3
8.017412,14.015741,3.4002256,3
8.632771,14.141712,3.898669,3
9.032906,13.023795,3.6889982,3
-9.171633,9.706376,0.5596046,0
7.775779,-3.391368,-17.373672,1
2.977171,-10.416524,-8.402044,1
-16.016111,4.06955,2.9204428,2
2.8857503,15.765367,-11.846918,1
23.237038,2.4180868,1.0385481,1
-2.7646363,-11.4437,5.412427,2
19.317669,3.9406383,9.557484,4
1.740476,-8.583534,13.980292,4
-10.901081,-7.92126,-2.480998,2
-1.5906354,10.565708,16.969875,4
5.58577,0.8173207,-13.374175,1
-2.536857,-3.2266521,-11.123841,1
9.664001,14.102778,3.3274486,3
8.563421,13.225437,2.7275946,3
8.520275,13.727093,3.8477936,3
8.347066,14.528998,2.980617,3
-9.123658,10.375127,0.04797511,0
-11.441164,-2.6332412,3.727743,2
-11.397348,-2.681268,3.6795628,2
16.648548,-8.339185,-10.820345,1
-0.8490447,3.525948,-5.496591,1
8.303013,-2.1584074,12.764858,4
-5.444316,11.462962,-15.153381,1
16.176737,5.1309514,-4.8433104,1
1.1915642,-15.166907,1.2654517,1
-4.135765,-11.388815,-7.829785,2
11.280609,-16.74882,6.1398935,1
19.578733,-6.558943,4.2568917,1
10.102801,-13.288873,-9.838844,1
-5.341298,17.230097,-7.8767548,0
-5.3381658,17.459024,-8.063377,0
-5.1927643,17.30861,-8.069608,0
13.597145,17.833784,-15.904455,1
-9.161947,10.261707,0.3858712,0
-10.467111,1.6573056,-9.215284,2
4.82057,5.966002,-17.273365,1
0.5079635,15.757815,-3.9772003,1
1.7943039,10.613089,-16.304325,1
1.9725173,15.388614,-15.116725,1
8.262168,-0.9117622,-0.8495628,1
-12.123074,8.055546,-12.780564,2
13.261307,7.6997795,-13.30997,1
2.8189304,-8.555517,-16.744915,1
8.901013,6.0618806,-16.585485,1
19.041473,8.830239,-15.892955,1
7.0818152,14.571336,-16.556692,1
19.22568,-2.4974234,11.440099,4
7.032464,-8.47925,16.393837,4
4.80303,20.169992,-10.884541,1
4.822273,20.1924,-10.882804,1
-9.535876,10.203356,0.74117726,0
3.4335299,1.3681574,5.263407,2
1.9754816,4.4557137,-9.091728,1
3.0052896,-4.9361296,5.8821435,2
2.0412889,4.074385,-0.2905369,1
6.4633756,3.5302749,-7.186963,1
6.450515,3.517437,-7.173633,1
16.546509,9.581403,-1.5980365,1
11.006139,-11.289419,-3.316377,1
9.484788,13.77766,3.9083831,3
8.729239,14.385089,2.9594593,3
9.207705,13.641875,4.021228,3
8.607698,14.037186,3.5496159,3
9.217132,14.088481,2.9591146,3
8.980738,13.432982,3.9813733,3
9.091317,13.1401205,3.509522,3
8.909722,13.915993,3.7372296,3
-9.359802,9.944286,0.72604424,0
11.203188,-3.2496185,8.368816,1
14.718704,6.2693667,16.700073,4
3.3232505,-6.0644245,-7.692075,1
2.5485885,-3.9026437,2.3935153,1
-2.5426757,0.045744568,1.4894236,2
10.675718,10.775542,-11.827262,1
-2.3560848,0.6031914,17.283995,4
21.155153,-0.7757917,-14.025069,1
12.458633,-0.13340369,-14.526195,1
7.553725,-11.44412,12.530344,4
15.730798,-4.2601237,10.009761,4
5.5898123,0.8202151,-13.389439,1
-2.5961776,-3.280466,-11.038504,1
9.151691,13.551407,3.3450804,3
8.9477,14.51453,4.207293,3
8.9991665,13.4738455,3.839041,3
-9.443505,9.979993,0.36760542,0
-10.474795,1.6603659,-9.222997,2
-7.366101,-7.615959,16.00958,4
-11.588424,-4.99265,-9.237548,2
1.8045752,10.622451,-16.307735,1
1.9723822,15.389181,-15.116819,1
-7.315854,2.4620953,-3.3185835,2
-12.131211,8.047295,-12.788708,2
13.277109,7.717842,-13.292613,1
2.8114152,-8.563116,-16.737408,1
8.904351,6.0584364,-16.588442,1
19.046,8.83466,-15.887424,1
7.079842,14.573457,-16.555122,1
19.213223,-2.4849393,11.427648,4
7.038978,-8.485708,16.387524,4
4.8393345,20.205704,-10.9190855,1
4.8729453,20.240923,-10.9327,1
-8.976118,10.034127,0.43265685,0
-11.269834,-2.5718327,3.8397174,2
-11.424941,-2.64466,3.6370428,2
16.676794,-8.366838,-10.840668,1
7.572167,3.4178245,1.6647015,1
7.8406863,-0.7243343,0.26244625,1
8.315934,-2.1734104,12.802665,4
-5.4437075,11.463241,-15.154337,1
16.202324,5.162489,-4.810602,1
1.1870991,-15.162084,1.2607342,1
-4.0858846,-11.439071,-7.7800636,2
11.195202,-16.663456,6.225396,1
19.571625,-6.565862,4.2640357,1
-5.319365,17.499186,-8.041154,0
-5.2388043,17.286062,-8.044156,0
-5.236476,17.366602,-8.077166,0
13.611974,17.819036,-15.889862,1
-9.137995,10.1071615,0.11879192,0
-4.245389,5.1474686,11.946014,2
13.664928,1.6497184,2.9536805,1
7.0146565,-0.037725586,-3.2476008,1
-0.8309432,8.201938,-3.9947116,1
-10.897478,6.5722895,13.908797,0
20.359634,1.1106808,-8.087721,1
21.019264,-0.81274927,-13.970604,1
12.475433,-0.1703538,-14.564564,1
7.615041,-11.329143,12.471543,4
-1.5674995,10.693721,16.928045,4
9.526093,14.144456,3.394547,3
8.932203,13.609131,3.5956185,3
9.071324,14.617186,4.019118,3
9.398346,13.627391,2.8857307,3
9.123551,13.889792,3.8128457,3
8.845964,13.1366825,3.262565,3
-9.530411,10.085656,0.19909659,0
16.967009,14.367605,-9.98954,1
9.099012,-1.1247275,0.8778476,1
11.376836,16.230898,-10.751288,1
-1.5673362,0.043331683,-3.1570876,2
13.4487095,4.1466527,0.71309775,1
-3.4506116,-14.390957,-10.195654,2
19.234098,3.8572018,9.370127,4
1.7336825,-8.590286,13.987073,4
-10.971142,-8.0295315,-2.5934787,2
-1.606676,10.56389,16.954706,4
8.775775,14.502076,2.8585906,3
8.227063,14.094255,3.4160783,3
9.227454,14.18461,3.4609454,3
8.807674,13.710777,3.883688,3
8.893645,14.286371,3.9105678,3
8.988695,13.946593,3.0129962,3
-8.759987,10.154745,0.6172011,0
16.96423,14.364879,-9.986779,1
9.110448,-1.1355546,0.889242,1
11.376826,16.230865,-10.751301,1
4.855682,5.089608,-2.494025,1
7.903693,-0.70051825,0.20205447,1
-3.4551635,-14.386262,-10.200046,2
19.134132,3.7573876,9.407457,4
1.6868443,-8.636557,14.033832,4
-10.951739,-7.969471,-2.5387177,2
-1.5838164,10.563484,16.907436,4
8.889135,14.021701,2.8609867,3
8.348044,14.126652,3.1446393,3
9.478433,13.46535,3.054833,3
8.408672,13.538869,3.5768194,3
9.190593,14.478072,3.5245328,3
8.541401,13.489279,3.7072816,3
-9.152896,10.063545,0.46425456,0
-4.2084246,5.1616783,11.987239,2
22.215784,9.00713,-3.4893186,1
4.904269,-1.4288715,15.680861,4
4.9756665,5.0082474,-2.8859222,1
-10.883831,6.6069207,13.922239,0
-2.3453526,0.61361015,17.295315,4
21.109999,-0.8756422,-14.105932,1
12.530939,-0.07787585,-14.610176,1
7.6509604,-11.327259,12.437534,4
6.3689113,3.4371724,-7.0725746,1
-2.6121948,-3.2071757,-11.1287775,1
8.903571,14.019355,3.294023,3
9.650936,14.506413,3.1257725,3
8.608448,14.404903,3.1731725,3
8.926981,14.053,2.9320068,3
8.989877,13.089006,3.325,3
-9.492928,10.210086,0.1951819,0
-0.9812967,-10.53411,0.20519094,2
4.8327675,5.954048,-17.257154,1
0.50793326,15.758298,-3.9770932,1
-3.0413265,11.54323,9.483997,2
7.394872,-0.4959828,-2.0335875,1
7.408581,-0.50874084,-2.0183272,1
20.562895,-3.0148304,-1.8969668,1
13.81329,-1.6965946,13.945482,4
9.656463,2.5167346,-3.6209254,1
6.8687353,-9.74766,11.216316,4
6.8690834,-9.748199,11.2165575,4
15.7028265,-4.289483,9.980702,4
5.6805735,0.7527443,-13.485196,1
-2.532041,-3.2591343,-11.089379,1
9.12473,13.654509,3.4579356,3
8.862619,14.078244,4.3510547,3
-9.049483,9.9686165,0.2817219,0
-10.515486,1.7051237,-9.263632,2
7.7659273,-3.3814483,-17.38338,1
3.385564,-6.004818,-7.7539415,1
-6.6866517,-5.7361803,6.142222,2
8.279748,-0.93634224,-0.8285004,1
-12.123673,8.054889,-12.781208,2
13.268458,7.709079,-13.301284,1
2.8308258,-8.543733,-16.75682,1
8.906373,6.0564375,-16.590382,1
19.030975,8.819727,-15.903461,1
17.22286,-10.295894,-0.7468034,1
19.21902,-2.490753,11.433463,4
7.0380373,-8.484805,16.388418,4
3.4510818,10.366746,-8.028134,1
4.8432713,20.214987,-10.915154,1
4.8620534,20.242699,-10.904071,1
-9.221298,10.0678215,0.68089557,0
-11.274061,-2.5797913,3.8235645,2
-11.286208,-2.7258086,3.7124379,2
16.678438,-8.367844,-10.83883,1
-0.8490149,3.5259564,-5.496596,1
8.165648,-2.0090234,12.628102,4
-5.583997,11.607503,-15.001565,1
16.145895,5.1006765,-4.8727884,1
1.2308655,-15.205705,1.3044173,1
-4.0565367,-11.457494,-7.753705,2
11.275726,-16.743937,6.1447606,1
19.574345,-6.563706,4.2612123,1
10.109831,-13.295904,-9.845924,1
-5.4794445,17.483309,-7.911789,0
-5.4052415,17.472858,-8.018059,0
-5.3058486,17.38965,-8.008752,0
13.568546,17.862532,-15.933407,1
-9.146953,10.055716,0.43330744,0
-4.343058,5.113954,11.866588,2
22.189135,9.042644,-3.4562318,1
-4.9675994,14.852461,6.6252284,2
1.7336498,3.6797912,-0.482627,1
-10.842397,6.628423,13.886797,0
20.355556,1.1067426,-8.091852,1
21.143679,-0.78744954,-14.010425,1
12.552303,-0.08856314,-14.639663,1
7.5926175,-11.361591,12.490551,4
-1.4973302,10.49367,17.031748,4
8.780502,14.726146,3.4447362,3
8.835054,14.503554,3.5614188,3
8.928698,13.914115,4.097193,3
9.065211,14.601912,3.996516,3
8.335934,14.330332,3.4367673,3
9.137221,14.498258,3.694429,3
-9.1193905,10.187009,0.56731296,0
-4.202006,5.204499,12.000807,2
13.696903,1.680735,2.9856148,1
7.0106573,-0.032652248,-3.2561095,1
4.9759536,5.0074706,-2.871084,1
-10.879571,6.58773,13.921179,0
-2.786427,-11.465454,5.4342084,2
19.179394,3.802791,9.471309,4
1.7304076,-8.593533,13.990238,4
-11.077031,-8.095547,-2.6527562,2
-1.7405657,10.479889,16.905825,4
5.5056777,0.9100162,-13.380543,1
-2.5896926,-3.2717814,-11.038599,1
8.898912,13.874832,2.326355,3
9.576325,14.034641,3.4320807,3
8.235638,13.869322,3.1710157,3
9.19376,13.686413,4.1381674,3
-9.166068,10.543228,0.2584099,0
3.4376092,1.3662301,5.2646146,2
3.4292035,1.3742881,5.2564807,2
3.4438846,1.3599112,5.270871,2
8.210745,2.035547,-5.844794,1
6.4422803,3.50918,-7.1644516,1
16.52558,9.560975,-1.6211914,1
-4.5153446,-0.62528735,-12.378025,1
10.773353,-11.177685,-3.271414,1
9.472019,13.294264,3.5372338,3
8.138191,13.621939,3.05884,3
9.207555,13.845917,3.4556177,3
8.660014,13.865371,4.2027307,3
9.567823,13.952328,3.09701,3
9.471818,14.023221,4.1882915,3
8.343141,14.314579,3.2466486,3
8.348927,14.486777,2.9171143,3
-9.02484,10.268772,0.13603748,0
-0.98130107,-10.534098,0.20518789,2
14.718953,6.269488,16.700247,4
3.305497,-6.084149,-7.674803,1
2.5313373,-3.9145477,2.37656,1
-2.603352,-0.013529443,1.4301274,2
10.786539,10.6666975,-11.938941,1
-2.421542,0.53781486,17.21834,4
21.073452,-0.75739837,-13.930301,1
12.425331,-0.13290688,-14.508689,1
7.6284304,-11.320557,12.421675,4
15.7288265,-4.2628026,10.007387,4
5.5987577,0.81882304,-13.399866,1
-2.5215657,-3.2387125,-11.079324,1
9.251396,13.828385,3.2869027,3
9.466487,14.160704,3.6192908,3
8.932841,14.035005,3.514881,3
-9.061093,10.152282,0.70901096,0
-10.5141945,1.703144,-9.26234,2
7.780875,-3.3964083,-17.368435,1
3.3724809,-6.0175395,-7.7407107,1
-6.683497,-5.735889,6.1471457,2
8.251918,-0.90960664,-0.82814664,1
-12.12219,8.056389,-12.779729,2
13.273963,7.714684,-13.295695,1
2.8385446,-8.53599,-16.764515,1
8.905031,6.0578794,-16.589006,1
19.033201,8.821823,-15.901319,1
17.220942,-10.297754,-0.7487016,1
19.221453,-2.4931948,11.435912,4
7.0486727,-8.4955635,16.377186,4
3.4466271,10.365687,-8.030213,1
4.8456087,20.217878,-10.920995,1
4.8561044,20.225662,-10.914165,1
-9.249596,9.867047,0.56800675,0
-0.6134075,11.607825,-10.320784,1
20.564121,-3.0140724,-1.8960963,1
13.8076105,-1.690923,13.939768,4
4.5783744,-1.4040192,-8.860272,1
1.5828182,8.966287,-8.43553,1
16.558796,9.594801,-1.601401,1
-4.5159173,-0.62489164,-12.378816,1
10.570456,-11.234885,-3.2196238,1
8.642565,14.083935,4.3018637,3
9.802275,14.065866,4.0646844,3
8.688266,13.767351,3.983722,3
9.157083,13.621711,3.4592893,3
8.905873,13.440544,3.6598415,3
8.753238,13.79581,2.924316,3
8.670747,13.830209,2.9622843,3
8.691697,14.59314,3.3684676,3
-9.083139,10.034058,0.16715999,0
16.963005,14.363781,-9.985623,1
9.110039,-1.1353222,0.8886319,1
11.376825,16.230854,-10.7513,1
-1.5661688,0.042784404,-3.156534,2
13.464968,4.1300354,0.7285612,1
7.913616,-0.6904545,0.19205241,1
-3.4568646,-14.384804,-10.202001,2
19.225212,3.848329,9.491348,4
-10.9657755,-7.9844575,-2.5441372,2
-10.983211,-7.9995193,-2.5631912,2
17.223152,-10.29564,-0.74654627,1
8.9477005,13.990873,3.2420673,3
8.587572,13.29629,2.6753585,3
9.471306,14.143918,3.1583502,3
9.682524,14.4612255,3.1435618,3
8.913292,14.023141,2.991167,3
-8.914537,9.912542,0.5411853,0
-4.3293653,5.118004,11.880241,2
-7.9136796,13.314434,8.119359,2
0.50809216,0.31514877,3.0954933,2
-5.401059,14.260554,0.64381164,2
3.374254,10.364403,-8.074621,1
13.804091,-1.6873605,13.936328,4
20.522285,-3.0553448,-1.9375058,1
-0.60468847,11.618546,-10.331511,1
-0.59750384,11.627903,-10.340875,1
-1.595417,10.635454,17.023026,4
9.22103,13.456772,2.8049245,3
9.195575,13.671754,3.4226303,3
9.9527445,14.290537,3.415064,3
8.941977,14.399095,4.23068,3
8.62162,14.38728,3.1844149,3
9.184682,13.861981,3.8015585,3
-9.288485,9.9621725,0.393999,0
7.7733374,-3.3889189,-17.37612,1
-2.397428,10.211327,2.5468483,2
6.507821,-0.3746245,-3.1942334,1
4.8509226,5.0669956,-2.1637642,1
23.223585,2.4046576,1.0251315,1
-2.4106207,0.54866076,17.229406,4
20.954666,-0.8511893,-13.494981,1
11.862011,-3.6401188,3.1036732,1
-10.482088,-7.271033,-2.2978778,2
-1.7779301,10.512803,16.958471,4
5.5045066,0.92045486,-13.434913,1
-2.6001718,-3.2023625,-11.131813,1
9.3601,13.238956,4.2489853,3
8.726048,13.2146015,3.8967178,3
8.564456,13.856066,4.131192,3
8.807893,13.939409,3.9500897,3
-9.442775,10.323848,0.83305717,0
-9.306131,5.6717157,-8.086003,2
-1.3319991,-5.4574323,-3.3777113,2
-5.4482374,15.101504,7.1451077,2
-2.8519816,4.635343,1.6717428,2
-1.9993056,-4.3634753,1.3376623,2
8.0768385,-0.8113359,-0.9483748,1
0.35610324,0.24824141,4.036476,2
-2.883224,-4.379747,8.206606,2
10.503644,17.905611,-7.287682,1
11.820104,-3.5989654,3.1437755,1
17.053665,10.09867,-1.3624393,1
11.009299,-11.31137,-3.298381,1
10.78232,-11.007027,-3.4477007,1
10.911025,-11.016618,-3.5177026,1
10.83091,-11.138309,-3.5258253,1
10.96984,-11.275275,-3.2649727,1
-9.247333,9.738103,0.5770947,0
16.674753,9.71227,-1.5236434,1
